ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
100151,MAYO CLINIC,JACKSONVILLE,FL,32224,DUVAL,9049532000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,201 patients,FL_SCIP-VTE-2
50348,UNIV OF CALIFORNIA IRVINE MED CENTER,ORANGE,CA,92868,ORANGE,7144566112,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,97 patients,CA_PN-5C
50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),6 patients,CA_SCIP-INF-6
490002,RUSSELL COUNTY MEDICAL CENTER,LEBANON,VA,24266,RUSSELL,2768838100,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),14 patients,VA_HF-3
100118,FLORIDA HOSPITAL  FLAGLER,PALM COAST,FL,32164,FLAGLER,3865862000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,185 patients,FL_HF-2
10007,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,101 patients,AL_SCIP-INF-1
50516,MERCY SAN JUAN MEDICAL CENTER,CARMICHAEL,CA,95608,SACRAMENTO,9165375000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,465 patients,CA_PN-5C
250100,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,COLUMBUS,MS,39701,LOWNDES,6622441500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,116 patients,MS_PN-7
240101,ST MARYS REGIONAL HEALTH CENTER,DETROIT LAKES,MN,56501,BECKER,2188475611,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,149 patients,MN_SCIP-INF-1
520136,WHEATON FRANCISCAN HEALTHCARE- ST JOSEPH,MILWAUKEE,WI,53210,MILWAUKEE,4144472000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,336 patients,WI_SCIP-INF-1
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,ATLANTA,GA,30308,FULTON,4046864411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,353 patients,GA_SCIP-INF-1
50101,SUTTER SOLANO MEDICAL CENTER,VALLEJO,CA,94589,SOLANO,7075545280,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,35 patients,CA_HF-4
460015,LOGAN REGIONAL HOSPITAL,LOGAN,UT,84341,CACHE,4357161000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,1 patients,UT_AMI-4
100073,HOLY CROSS HOSPITAL,FORT LAUDERDALE,FL,33308,BROWARD,9547718000,Acute Care Hospitals,Voluntary non-profit - Church,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,207 patients,FL_PN-7
261311,PERRY COUNTY MEMORIAL HOSPITAL,PERRYVILLE,MO,63775,PERRY,5735472530,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,42 patients,MO_PN-7
450237,CHRISTUS SANTA ROSA HOSPITAL,SAN ANTONIO,TX,78207,BEXAR,2107943336,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,239 patients,TX_AMI-5
241305,RIVERWOOD HEALTHCARE CENTER,AITKIN,MN,56431,AITKIN,2189275501,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,1 patients,MN_HF-4
241344,LIFECARE MEDICAL CENTER,ROSEAU,MN,56751,ROSEAU,2184632500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,38 patients,MN_PN-5C
271345,CENTRAL MONTANA MEDICAL CENTER,LEWISTOWN,MT,59457,FERGUS,4065357711,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),74 patients,MT_SCIP-INF-6
420080,HILTON HEAD REGIONAL MEDICAL CENTER,HILTON HEAD ISLAND,SC,29925,BEAUFORT,8436816122,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,163 patients,SC_SCIP-VTE-1
151329,MARGARET MARY COMMUNITY HOSPITAL INC,BATESVILLE,IN,47006,RIPLEY,8129346624,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,42 patients,IN_PN-4
201306,RUMFORD  HOSPITAL,RUMFORD,ME,4276,OXFORD,2073644561,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),26 patients,ME_PN-6
190161,W O MOSS REGIONAL MEDICAL CENTER,LAKE CHARLES,LA,70607,CALCASIEU,3374758100,Acute Care Hospitals,Government - State,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,1 patients,LA_AMI-5
270086,CENTRAL MONTANA SURGICAL HOSPITAL,GREAT FALLS,MT,59405,CASCADE,4067275577,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),2 patients,MT_PN-6
330279,MERCY HOSPITAL,BUFFALO,NY,14220,ERIE,7168267000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),143 patients,NY_HF-3
50709,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,80 patients,CA_PN-4
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,SELMA,AL,36701,DALLAS,3344184100,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AL_SCIP-INF-4
150088,SAINT JOHN'S HEALTH SYSTEM,ANDERSON,IN,46016,MADISON,7656492511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,107 patients,IN_PN-3B
10149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,119 patients,AL_PN-3B
360078,ROBINSON MEMORIAL HOSPITAL,RAVENNA,OH,44266,PORTAGE,3302972300,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,55 patients,OH_HF-4
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,DREXEL HILL,PA,19026,DELAWARE,2152848100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,127 patients,PA_PN-7
330306,LUTHERAN MEDICAL CENTER,BROOKLYN,NY,11220,KINGS,7186308000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,319 patients,NY_HF-1
381304,SOUTHERN COOS HOSPITAL AND HEALTH CENTER,BANDON,OR,97411,COOS,5413472426,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,4 patients,OR_PN-4
400013,HOSPITAL MENONITA DE CAYEY,CAYEY,PR,737,CAYEY,7875351001,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),96 patients,PR_HF-3
180044,PIKEVILLE MEDICAL CENTER,PIKEVILLE,KY,41501,PIKE,6064373500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,137 patients,KY_AMI-1
340121,J ARTHUR DOSHER MEMORIAL HOSPITAL,SOUTHPORT,NC,28461,BRUNSWICK,9104573800,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,30 patients,NC_PN-5C
180056,METHODIST HOSPITAL,HENDERSON,KY,42420,HENDERSON,2708277700,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,247 patients,KY_PN-5C
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,MURRAY,KY,42071,CALLOWAY,2707621100,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,26 patients,KY_AMI-1
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX,NY,10451,BRONX,7185795000,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,NY_SCIP-INF-4
351302,MCKENZIE COUNTY HEALTHCARE SYSTEMS,WATFORD CITY,ND,58854,MCKENZIE,7018423000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2 patients,ND_AMI-2
390001,COMMUNITY MEDICAL CENTER,SCRANTON,PA,18510,LACKAWANNA,5709698240,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),732 patients,PA_SCIP-INF-3
13301,UNIV OF S AL CHILDREN'S & WOMEN'S HOS,MOBILE,AL,36604,MOBILE,2514151000,Childrens,Government - State,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,132 patients,AL_CAC-2
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,ELDORADO,IL,62930,SALINE,6182733361,Critical Access Hospitals,Government - State,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,IL_SCIP-INF-4
130013,MERCY MEDICAL CENTER,NAMPA,ID,83686,CANYON,2084635533,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),13 patients,ID_AMI-3
310112,BAYSHORE COMMUNITY HOSPITAL,HOLMDEL,NJ,7733,MONMOUTH,7327395900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,106 patients,NJ_SCIP-INF-2
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,CA,92503,RIVERSIDE,9516882211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,26 patients,CA_AMI-2
450447,NAVARRO REGIONAL HOSPITAL,CORSICANA,TX,75110,NAVARRO,9036546800,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,16 patients,TX_AMI-5
341310,PUNGO DISTRICT HOSPITAL,BELHAVEN,NC,27810,BEAUFORT,2529432111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,0 patients,NC_AMI-2
370016,INTEGRIS BASS BAPTIST HEALTH CENTER,ENID,OK,73701,GARFIELD,4052332300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,55 patients,OK_SCIP-INF-4
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,76012,TARRANT,8175486100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,231 patients,TX_AMI-2
161374,MYRTUE MEDICAL CENTER,HARLAN,IA,51537,SHELBY,7127555161,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),47 patients,IA_PN-6
450155,HEREFORD REGIONAL MEDICAL CENTER,HEREFORD,TX,79045,DEAF SMITH,8063642141,Acute Care Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,14 patients,TX_PN-3B
50298,BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,92311,SAN BERNARDINO,7602561761,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,6 patients,CA_SCIP-CARD-2
510012,PLEASANT VALLEY HOSPITAL,POINT PLEASANT,WV,25550,MASON,3046754340,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,WV_SCIP-INF-4
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX,79905,EL PASO,9155217602,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,8 patients,TX_AMI-7A
140048,ADVOCATE TRINITY HOSPITAL,CHICAGO,IL,60617,COOK,7739672000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),398 patients,IL_SCIP-INF-6
50567,MISSION HOSPITAL REGIONAL MED CENTER,MISSION VIEJO,CA,92691,ORANGE,9493641400,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,105 patients,CA_SCIP-INF-4
230037,HILLSDALE COMMUNITY HEALTH CENTER,HILLSDALE,MI,49242,HILLSDALE,5174374451,Acute Care Hospitals,Government - Federal,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,12 patients,MI_AMI-5
450214,GULF COAST MEDICAL CENTER,WHARTON,TX,77488,WHARTON,9795322500,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,60 patients,TX_SCIP-VTE-1
50738,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,91733,LOS ANGELES,6263507975,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),22 patients,CA_SCIP-INF-3
260138,ST LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,64111,JACKSON,8169322000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,107 patients,MO_PN-4
390223,PENN PRESBYTERIAN MEDICAL CENTER,PHILADELPHIA,PA,19104,PHILADELPHIA,2156628000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,1457 patients,PA_SCIP-INF-1
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,FREDERICKSBURG,TX,78624,GILLESPIE,8309974353,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,TX_AMI-8A
30016,CASA GRANDE REGIONAL MEDICAL CENTER,CASA GRANDE,AZ,85222,PINAL,5203816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),31 patients,AZ_HF-3
390119,MOSES TAYLOR HOSPITAL,SCRANTON,PA,18510,LACKAWANNA,5703402100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,84 patients,PA_SCIP-CARD-2
520017,ST JOSEPHS HSPTL,CHIPPEWA FALLS,WI,54729,CHIPPEWA,7157231811,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,7 patients,WI_AMI-2
100022,JACKSON HEALTH SYSTEM,MIAMI,FL,33136,MIAMI-DADE,3055855313,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,210 patients,FL_AMI-2
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,CA,92354,SAN BERNARDINO,9095589200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,267 patients,CA_AMI-5
201314,REDINGTON FAIRVIEW GENERAL HOSPITAL,SKOWHEGAN,ME,4976,SOMERSET,2074745121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,15 patients,ME_AMI-1
450662,VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,78526,CAMERON,9563507000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,123 patients,TX_AMI-2
340071,BETSY JOHNSON REGIONAL  HOSPITAL,DUNN,NC,28334,HARNETT,9108927161,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),58 patients,NC_HF-3
200009,MAINE MEDICAL CENTER,PORTLAND,ME,4102,CUMBERLAND,2078710111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,1 patients,ME_AMI-7A
490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,ARLINGTON,VA,22205,ARLINGTON,7035585000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),94 patients,VA_PN-6
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,MARLIN,TX,76661,FALLS,2548033561,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),98 patients,TX_PN-6
