ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
490018,AUGUSTA MEDICAL CENTER,FISHERSVILLE,VA,22939,AUGUSTA,5409324500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,1 patients,VA_AMI-8A
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,PORT JEFFERSON,NY,11777,SUFFOLK,6314731320,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,2 patients,NY_SCIP-INF-4
450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,MOUNT VERNON,TX,75457,FRANKLIN,9035374552,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),21 patients,TX_PN-6
360153,BELMONT COMMUNITY HOSPITAL,BELLAIRE,OH,43906,BELMONT,7406711200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,13 patients,OH_AMI-5
50131,NOVATO COMMUNITY HOSPITAL,NOVATO,CA,94945,MARIN,4152091300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,13 patients,CA_AMI-5
190255,PARK PLACE SURGICAL HOSPITAL,LAFAYETTE,LA,70503,LAFAYETTE,3372378119,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,,LA_HF-4
100050,PALM SPRINGS GENERAL HOSPITAL,HIALEAH,FL,33012,MIAMI-DADE,3055582500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,108 patients,FL_SCIP-VTE-1
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VIRGINIA BEACH,VA,23455,VIRGINIA BEACH CITY,8007368272,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,203 patients,VA_AMI-5
230146,HENRY FORD WYANDOTTE HOSPITAL,WYANDOTTE,MI,48192,WAYNE,7342466000,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,46 patients,MI_AMI-4
360081,MERCY ST CHARLES HOSPITAL,OREGON,OH,43616,LUCAS,4196967200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,122 patients,OH_PN-3B
281346,PLAINVIEW PUBLIC HOSPITAL,PLAINVIEW,NE,68769,PIERCE,4025824245,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,1 patients,NE_PN-4
330201,KINGSBROOK JEWISH MEDICAL CENTER,BROOKLYN,NY,11203,KINGS,7186045789,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,24 patients,NY_HF-4
50751,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,CA,90036,LOS ANGELES,3239301040,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,CA_PN-4
400115,CENTRO MEDICO WILMA N VAZQUEZ,VEGA BAJA,PR,693,VEGA BAJA,7878581580,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,PR_SCIP-INF-4
37012F,MUSKOGEE VA MEDICAL CENTER,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,142 patients,OK_PN-3B
440183,ST FRANCIS HOSPITAL,MEMPHIS,TN,38119,SHELBY,9017651000,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,133 patients,TN_HF-4
280128,NEBRASKA HEART HOSPITAL; LLC,LINCOLN,NE,68526,LANCASTER,4023283000,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,305 patients,NE_AMI-2
310096,SAINT MICHAEL'S MEDICAL CENTER; INC,NEWARK,NJ,7102,ESSEX,9738775411,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,119 patients,NJ_PN-2
190257,GREEN CLINIC SURGICAL HOSPITAL,RUSTON,LA,71270,LINCOLN,3182327186,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,1 patients,LA_AMI-8A
360010,UNION HOSPITAL,DOVER,OH,44622,TUSCARAWAS,3303433311,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,31 patients,OH_AMI-1
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,CHARLOTTE,NC,28203,MECKLENBURG,7043552000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,236 patients,NC_CAC-3
450775,KINGWOOD MEDICAL CENTER,KINGWOOD,TX,77325,HARRIS,2813597500,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,72 patients,TX_PN-4
30001,MARYVALE HOSPITAL,PHOENIX,AZ,85031,MARICOPA,6238485000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),61 patients,AZ_HF-3
380040,ST CHARLES MEDICAL CENTER - REDMOND,BEND,OR,97701,DESCHUTES,5413824321,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,134 patients,OR_SCIP-VTE-2
420016,BARNWELL COUNTY HOSPITAL,BARNWELL,SC,29812,BARNWELL,8035414161,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,60 patients,SC_HF-2
51315,TRINITY HOSPITAL,WEAVERVILLE,CA,96093,TRINITY,5306235541,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,CA_SCIP-CARD-2
251320,PATIENT CHOICE MEDICAL CENTER OF CLAIBORNE CO,PORT GIBSON,MS,39150,CLAIBORNE,6014375141,Critical Access Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,MS_SCIP-INF-1
360152,DOCTORS HOSPITAL,COLUMBUS,OH,43228,FRANKLIN,6145441000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,180 patients,OH_AMI-2
190017,OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,LA,70570,SAINT LANDRY,3379483011,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,231 patients,LA_HF-1
371313,KINGFISHER REGIONAL HOSPITAL,KINGFISHER,OK,73750,KINGFISHER,4053753141,Critical Access Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,OK_SCIP-INF-2
20027,MT EDGECUMBE HOSPITAL,SITKA,AK,99835,SITKA,9079662411,Acute Care Hospitals,Voluntary non-profit - Other,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),6 patients,AK_SCIP-INF-3
130067,IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,83221,BINGHAM,2087822900,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,ID_SCIP-VTE-1
250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,39301,LAUDERDALE,6014830011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,91 patients,MS_AMI-1
310029,OUR LADY OF LOURDES MEDICAL CENTER,CAMDEN,NJ,8103,CAMDEN,8567573500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,399 patients,NJ_SCIP-INF-2
150170,SURGICAL HOSPITAL OF MUNSTER,MUNSTER,IN,46321,LAKE,2198365102,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0 patients,IN_SCIP-VTE-2
161376,CASS COUNTY MEMORIAL HOSPITAL,ATLANTIC,IA,50022,CASS,7122433250,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,IA_AMI-7A
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89149,CLARK,7028359700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,1 patients,NV_AMI-7A
330014,JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY,11418,QUEENS,7182626000,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,47 patients,NY_AMI-8A
450586,SEYMOUR HOSPITAL,SEYMOUR,TX,76380,BAYLOR,9408895572,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,9 patients,TX_PN-3B
340028,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,28302,CUMBERLAND,9106094000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,346 patients,NC_PN-7
400106,METROPOLITAN HOSPITAL,SAN JUAN,PR,922,SAN JUAN,7877935013,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,37 patients,PR_SCIP-INF-2
330166,WESTFIELD MEMORIAL HOSPITAL; INC,WESTFIELD,NY,14787,CHAUTAUQUA,7163264921,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,3 patients,NY_SCIP-INF-2
150149,WOMEN'S HOSPITAL THE,NEWBURGH,IN,47630,WARRICK,8128424200,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,193 patients,IN_SCIP-INF-1
451344,HANSFORD COUNTY HOSPITAL,SPEARMAN,TX,79081,HANSFORD,8066592535,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,7 patients,TX_PN-2
140233,SAINT ANTHONY MEDICAL CENTER,ROCKFORD,IL,61108,WINNEBAGO,8152262000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,39 patients,IL_PN-4
110107,MEDICAL CENTER OF CENTRAL GEORGIA,MACON,GA,31201,BIBB,4786336805,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,81 patients,GA_PN-2
341304,BERTIE MEMORIAL HOSPITAL,WINDSOR,NC,27983,BERTIE,2527946600,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,2 patients,NC_PN-4
370019,GREAT PLAINS REGIONAL MEDICAL CENTER,ELK CITY,OK,73644,BECKHAM,5802252511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),152 patients,OK_SCIP-INF-6
520204,WHEATON FRANCISCAN HEALTHCARE- FRANKLIN; INC,FRANKLIN,WI,53132,MILWAUKEE,4143253910,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,5 patients,WI_PN-4
521346,SHAWANO MED CTR,SHAWANO,WI,54166,SHAWANO,7155262111,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),12 patients,WI_SCIP-INF-3
430027,SANFORD USD MEDICAL CENTER,SIOUX FALLS,SD,57117,MINNEHAHA,6053331000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,42 patients,SD_HF-4
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,TAOS,NM,87571,TAOS,5757588883,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,116 patients,NM_SCIP-INF-1
490020,JOHN RANDOLPH MEDICAL CENTER`,HOPEWELL,VA,23860,HOPEWELL CITY,8045411600,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,30 patients,VA_AMI-2
361316,BUCYRUS COMMUNITY HOSPITAL,BUCYRUS,OH,44820,CRAWFORD,4195624677,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,1 patients,OH_AMI-1
360170,BERGER HOSPITAL,CIRCLEVILLE,OH,43113,PICKAWAY,7404742126,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,70 patients,OH_PN-2
50537,SUTTER DAVIS HOSPITAL,DAVIS,CA,95616,YOLO,5307566440,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),13 patients,CA_HF-3
330234,WESTCHESTER MEDICAL CENTER,VALHALLA,NY,10595,WESTCHESTER,9142857017,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,63 patients,NY_PN-2
50243,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,CA,92262,RIVERSIDE,7603236511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,56 patients,CA_PN-4
390316,SURGICAL INSTITUTE OF READING,WYOMISSING,PA,19610,BERKS,7179999999,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,,PA_PN-5C
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,99362,WALLA WALLA,5095250480,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,10 patients,WA_PN-4
171377,SMITH COUNTY MEMORIAL HOSPITAL,SMITH CENTER,KS,66967,SMITH,7852826845,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,KS_SCIP-VTE-1
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,EMPORIA,VA,23847,Emporia City,4343484400,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,40 patients,VA_PN-4
330240,HARLEM HOSPITAL CENTER,NEW YORK,NY,10037,NEW YORK,2124918400,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,84 patients,NY_PN-4
160045,ST LUKES HOSPITAL,CEDAR RAPIDS,IA,52402,LINN,3193697211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,IA_AMI-7A
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TX,76092,TARRANT,8177488700,Acute Care Hospitals,Government - State,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,,TX_HF-2
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NEWARK,NY,14513,WAYNE,3153322022,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,36 patients,NY_PN-4
390026,CHESTNUT HILL HOSPITAL,PHILADELPHIA,PA,19118,PHILADELPHIA,2152488200,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,140 patients,PA_SCIP-INF-2
230024,SINAI-GRACE HOSPITAL,DETROIT,MI,48235,WAYNE,3139664500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,272 patients,MI_SCIP-VTE-2
50118,DOCTORS HOSPITAL OF MANTECA,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,92 patients,CA_SCIP-INF-2
61314,MEMORIAL HOSPITAL; THE,CRAIG,CO,81625,MOFFAT,9708249411,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),16 patients,CO_PN-6
100276,CORAL SPRINGS MEDICAL CENTER,CORAL SPRINGS,FL,33065,BROWARD,9543443000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),449 patients,FL_SCIP-INF-6
340020,CENTRAL CAROLINA HOSPITAL,SANFORD,NC,27330,LEE,9197742100,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,217 patients,NC_HF-1
151332,DECATUR COUNTY MEMORIAL HOSPITAL,GREENSBURG,IN,47240,DECATUR,8126634331,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,12 patients,IN_PN-4
60003,LONGMONT UNITED HOSPITAL,LONGMONT,CO,80501,BOULDER,3036515111,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),35 patients,CO_HF-3
180043,MEMORIAL HOSPITAL,MANCHESTER,KY,40962,CLAY,6065985104,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,8 patients,KY_SCIP-INF-1
